X,Y,OBJECTID,FREGUESIA,MORADA,MORADA_DETALHE,LOCALIZACAO,TIPO_ESTACIONAMENTO,COD_SIG_PROPOSTA,NUM_SUPORTES,ESTADO,COD_SIG_HS,COD_SIG,IDTIPO,SE_ANNO_CAD_DATA,DATA_INSTALACAO,COBERTO,GlobalID
-9.15314317950121,38.7227117902782,343,SANTO ANTÓNIO,"R Rodrigo da Fonseca, antes do 57A","
Lugar de estacionamento antes do portão de acesso 57A ( Entrada Finanças)
",Lugar estacionamento automóvel,HOTSPOT,894,2,CONCLUÍDO,894,5926,9222,,1970/01/01 00:00:00+00,,af0c51a3-9631-4a58-8c8d-fc986e2ec224
-9.17993311789159,38.762685701134,344,CARNIDE,"R Padre Américo, frente 22B do lado oposto",Antes da passadeira,Via,HOTSPOT,351,2,CONCLUÍDO,351,5927,9222,,1970/01/01 00:00:00+00,,16f91acf-1dbf-4cb7-98ad-8197cd750fa6
-9.18088387322874,38.7639183894663,345,CARNIDE,"Praça Francisco de Assis, de lado com o 22","Parque de estacionamento, último lugar na zona cruzamento entre lugares de estacionamento ",Lugar estacionamento automóvel,HOTSPOT,352,2,CONCLUÍDO,352,5928,9222,,1970/01/01 00:00:00+00,,251d75e1-7792-48c8-bbd4-2513f11e5c18
-9.12863600128327,38.7241236306775,346,PENHA DE FRANÇA,Av General Roçadas 9,Último lugar de estacionamento (imediatamente antes da entrada e saída de garagem - fica localizado entre as finanças e os CTT),Lugar estacionamento automóvel,HOTSPOT,921,2,CONCLUÍDO,921,5929,9222,,1970/01/01 00:00:00+00,,31546594-4b9c-4843-872e-6f003bde9c01
-9.12944102472853,38.7241945160007,347,PENHA DE FRANÇA,R da Penha de França 110,Primeiro lugar de estacionamento,Lugar estacionamento automóvel,HOTSPOT,923,2,CONCLUÍDO,923,5930,9222,,1970/01/01 00:00:00+00,,2e6b6ba8-c57c-4837-ba42-e33d2bc5d4f5
-9.16081336909619,38.7792181826153,348,SANTA CLARA,"R jorge de Sena, 3E",Último lugar de estacionamento antes da entrada de garagem,Lugar estacionamento automóvel,HOTSPOT,169049,2,CONCLUÍDO,169049,5931,9222,,1970/01/01 00:00:00+00,,89208d9e-741c-4cc0-899d-6743e9ceeff9
-9.18446384558722,38.7649092629678,349,CARNIDE,"R Cesina Adães Bernudes, lote 12",Lugar de estacionamento após a entrada de garagem (lugar isolado),Lugar estacionamento automóvel,HOTSPOT,1876,2,CONCLUÍDO,1876,5932,9222,,1970/01/01 00:00:00+00,,7c894d19-2f0c-41aa-827b-41a0b436a8e7
-9.11637296998236,38.761614517545,350,OLIVAIS,"R Cidade de Bolama, Escola Básica dos Olivais","Escola Básica dos Olivais, lugar de estacionamento junto ao muro da escola, aproveitando para dar espaço de passagem à rampa do passeio",Lugar estacionamento automóvel,HOTSPOT,945,2,CONCLUÍDO,945,5933,9222,,1970/01/01 00:00:00+00,,c9e5e280-1b94-4593-9e08-cc5db54448e5
-9.11344752630957,38.7739853923859,351,OLIVAIS,"R General Silva Freire, 158 (entrada finanças)",Lugar de estacionamento a seguir ao lugar de mobilidade reduzida,Lugar estacionamento automóvel,HOTSPOT,997,2,CONCLUÍDO,997,5934,9222,,1970/01/01 00:00:00+00,,ce4effe4-ac0a-44dd-887a-878182e5f0f0
-9.13711021090532,38.7313694598614,352,ARROIOS,R Pascoal de Melo (Jardim Constantino),Último lugar antes do lugar de motociclos existente antecede um lugar de bicicletas existente,Lugar estacionamento automóvel,HOTSPOT,101063,2,CONCLUÍDO,101063,5935,9222,,1970/01/01 00:00:00+00,,a3296ff6-6d7f-4859-9c9c-8e478144b856
-9.18277623276523,38.7649240750824,353,CARNIDE,R Carlos Alves lote 24,1º lugar de estacionamento frente 3A,Lugar estacionamento automóvel,HOTSPOT,1874,2,CONCLUÍDO,1874,5936,9222,,1970/01/01 00:00:00+00,,25bf0d0a-f751-4bd8-901d-94e4342ff376
-9.16867669737555,38.7396117452978,354,CAMPOLIDE,Largo Prof. Arnaldo Sampaio,"Na ilha central, próximo recorte estacionamento",Passeio,HOTSPOT,999990,2,CONCLUÍDO,999990,5937,9222,,1970/01/01 00:00:00+00,,133c807f-929f-4915-99ba-ddec1913eb72
-9.17000820903577,38.739454796795,355,CAMPOLIDE,"Rua Francisco Gentil Martins, EDP",Próximo esquina com Rua Almirante Afonso Cerqueira,Via,HOTSPOT,999989,2,CONCLUÍDO,999989,5938,9222,,1970/01/01 00:00:00+00,,1f8b20f3-6a28-43e4-b396-72af8bcf6764
-9.17867083579705,38.742429027623,356,SÃO DOMINGOS DE BENFICA,Rua Conde de Almoster,Cruzamento com Rua Carlos Pereira,Passeio,HOTSPOT,999988,2,CONCLUÍDO,999988,5939,9222,,1970/01/01 00:00:00+00,,d8d0add0-72a0-4264-9372-d3b4bf7ae757
-9.18146548656112,38.7436418949645,357,SÃO DOMINGOS DE BENFICA,"Rua Conde de Almoster, 76",Lado oposto da via,Via,HOTSPOT,999987,2,CONCLUÍDO,999987,5940,9222,,1970/01/01 00:00:00+00,,08b7dea3-29f7-44d1-a6ae-601b1a2f7f43
-9.18190665997694,38.7438328630863,358,SÃO DOMINGOS DE BENFICA,"Rua Conde de Almoster, 82",Do lado oposto da via,Passeio,HOTSPOT,999986,2,CONCLUÍDO,999986,5941,9222,,1970/01/01 00:00:00+00,,717b08ed-d81f-4ce2-8735-0e3a539080c5
-9.18377023120352,38.7445420381628,359,SÃO DOMINGOS DE BENFICA,"Rua Conde de Almoster, 100",Do lado oposto da via,Via,HOTSPOT,999985,2,CONCLUÍDO,999985,5942,9222,,1970/01/01 00:00:00+00,,a6a2cd74-cecb-42ac-8543-b9cf2e428659
-9.18827032455134,38.7448928420979,360,SÃO DOMINGOS DE BENFICA,Rua Conde de Almoster,próximo chafariz,Via,HOTSPOT,999984,2,CONCLUÍDO,999984,5943,9222,,1970/01/01 00:00:00+00,,11118d3e-51d0-435a-aace-f209e50f8e30
-9.18183298644556,38.7678512694776,361,CARNIDE,R António Champalimaud lote 4 ,Último lugar de estacionamento antes da entrada do lote 4,Lugar estacionamento automóvel,HOTSPOT,1880,2,CONCLUÍDO,1880,5944,9222,,1970/01/01 00:00:00+00,,702782c9-81ba-4cb9-8fbb-430b7279b0ad
-9.18121424664077,38.7683616065561,362,CARNIDE,R António Champalimaud lote 3 ,Último lugar de estacionamento antes do passeio que acede à entrada lote 3,Lugar estacionamento automóvel,HOTSPOT,1881,2,CONCLUÍDO,1881,5945,9222,,1970/01/01 00:00:00+00,,632884ee-2174-4c9f-9e6f-ea856f3b3a2d
-9.14071672039559,38.7543786978323,363,ALVALADE,"R José Duro, 20",,Lugar estacionamento automóvel,HOTSPOT,810,6,CONCLUÍDO,810,5946,9222,,1970/01/01 00:00:00+00,,b660ee4f-c3bd-463e-bf6a-b2d1d0a2ac81
-9.10961930452233,38.7684145141972,364,OLIVAIS,"R Contra-Almirante Armando Ferraz, 52",Primeiro lugar de estacionamento frente à Casa do Escuteiro e sede do Agr 61 (Corpo Nacional de Escutas),Lugar estacionamento automóvel,HOTSPOT,1006,2,CONCLUÍDO,1006,5947,9222,,1970/01/01 00:00:00+00,,114b7441-6368-4d37-adb5-f15516f25792
-9.14202632214603,38.7553950111199,365,ALVALADE,"Rua Luís Augusto Palmeirim, 10",,Lugar estacionamento automóvel,HOTSPOT,,4,CONCLUÍDO,999983,5948,9222,,1970/01/01 00:00:00+00,,f7ad7c8d-565d-4b26-97f3-972de7d1313d
-9.14136400776177,38.7556166056762,366,ALVALADE,"Rua Luís Augusto Palmeirim, 4",,Lugar estacionamento automóvel,HOTSPOT,,4,CONCLUÍDO,999982,5949,9222,,1970/01/01 00:00:00+00,,173603cc-5303-4987-8fe7-521b5399e841
-9.15511874010101,38.7060032004572,367,ESTRELA,Av Brasília em frente à AAL,Antes da passadeira,Lugar estacionamento automóvel,HOTSPOT,33,2,,33,5950,9222,,1970/01/01 00:00:00+00,,bf9bb2b0-70f1-4a66-9fd0-f6b8a843eba9
-9.15555516053066,38.7185963766793,368,SANTO ANTÓNIO,R de S Bento em frente ao 337 do lado oposto da via,"Espaço protegido por pilarestes no estacionamento, perto ecoponto",Via,HOTSPOT,278,2,,278,5951,9222,,1970/01/01 00:00:00+00,,94391eef-6b69-4fec-92f0-3341641791ca
-9.16645573500644,38.7447421051102,369,SÃO DOMINGOS DE BENFICA,"Praça Nuno Rodrigues dos Santos, 7", (complexo de escritórios) Último lugar de estacionamento antes da passadeira ,Lugar estacionamento automóvel,HOTSPOT,1124,4,,1124,5952,9222,,1970/01/01 00:00:00+00,,3f376738-d358-4752-9a97-bc4dc4cd5c8e
-9.1826180933426,38.7669778868048,370,CARNIDE,"R Cupertino Miranda, frente sede LISPOLIS",Último lugar de estacionamento antes do passeio  (zona entrada forum) ,Lugar estacionamento automóvel,HOTSPOT,1878,2,,1878,5954,9222,,1970/01/01 00:00:00+00,,9d97eb14-4cf2-47a0-8960-3916a2427c13
-9.18183298644556,38.7678512694776,371,CARNIDE,R António Champalimaud lote 4 ( interior parque estacionamento),Último lugar de estacionamento antes da entrada do lote 4,Lugar estacionamento automóvel,HOTSPOT,1880,2,,1880,5955,9222,,1970/01/01 00:00:00+00,,a65541f6-f8c4-4486-9266-9e2ebb08e7eb
-9.18121424664077,38.7683616065561,372,CARNIDE,R António Champalimaud lote 3 ( interior parque estacionamento),Último lugar de estacionamento antes do passeio que acede à entrada lote 3,Lugar estacionamento automóvel,HOTSPOT,1881,2,,1881,5956,9222,,1970/01/01 00:00:00+00,,aefe7cba-7912-45ae-80e4-2fe7082b1452
-9.18163056367267,38.7456899539858,373,SÃO DOMINGOS DE BENFICA,Estrada de Benfica com o Largo Conde de Bonfim, Lugar de estacionamento partilhado com Motociclos,Lugar estacionamento automóvel,HOTSPOT,606,2,,606,5957,9222,,1970/01/01 00:00:00+00,,158441b6-39b2-4942-b981-b0e3f0b8dc0b
-9.15296883357254,38.7082223055371,374,ESTRELA,"Av D Carlos I, 51",No segundo lugar após lugar destinado a carga e descargas ,Lugar estacionamento automóvel,HOTSPOT,262,2,,262,5958,9222,,1970/01/01 00:00:00+00,,ecb6c9d6-6f79-47f6-b708-45c74d456433
-9.13511604529766,38.7328183825089,375,ARROIOS,"R António Pedro, 68",Último lugar de estacionamento tarifado antes da passadeira,Lugar estacionamento automóvel,HOTSPOT,88121,2,,88121,5959,9222,,1970/01/01 00:00:00+00,,ac8c8c3e-cb49-40e5-a1a1-cb2f58a54113
-9.10719764953558,38.769654732897,376,OLIVAIS,"Calçadinha dos Olivais, EB 1- N.º 36 e Jardim de Infancia dos Olivais n.º 3",Último lugar de  estacionamento antes da escola,Lugar estacionamento automóvel,HOTSPOT,947,2,,947,5960,9222,,1970/01/01 00:00:00+00,,6e3ec717-a39b-4c68-93c8-b07efea997d5
-9.15245040773726,38.7054237605057,377,ESTRELA,R de Cintura do Porto de Lisboa junto Ciclovia e frente Jazzy dance studios,Junto ao muro,Via,HOTSPOT,1207,2,,1207,5961,9222,,1970/01/01 00:00:00+00,,9fd4494c-65d1-4e40-8456-1aca22cbe1b4
-9.20068032382598,38.6946356218609,378,BELÉM,Av Brasília ao lado ciclovia junto às instalações da  Doca de Belém,No primeiro lugar após a passadeira,Lugar estacionamento automóvel,HOTSPOT,1220,2,,1220,5962,9222,,1970/01/01 00:00:00+00,,957c3eb8-84d4-4e56-b05a-9c39a6651eef
-9.20294468380647,38.6951739787788,379,BELÉM,Av Brasília 1º lugar na zona de parque em frente edifício da Doca de Bélem,No primeiro lugar de estacionamento após o passeio,Lugar estacionamento automóvel,HOTSPOT,1221,2,,1221,5963,9222,,1970/01/01 00:00:00+00,,8d684da0-3e3e-4e6d-9d2e-f4ccb51d4bde
-9.1801691223847,38.7531178345664,380,SÃO DOMINGOS DE BENFICA,"R João de Freitas Branco,30",Lugar de estacionamento isolado  após garagem ,Lugar estacionamento automóvel,HOTSPOT,1269,2,,1269,5964,9222,,1970/01/01 00:00:00+00,,3ebdfcac-2c48-4e32-b46f-b9079a361521
-9.18050557469629,38.76934616525,381,CARNIDE,R  António Champalimaud lote 1,Primeiro lugar de estacinamento após passeio da zona de entrada lote 1,Lugar estacionamento automóvel,HOTSPOT,1882,2,,1882,5965,9222,,1970/01/01 00:00:00+00,,e7cf1108-0393-4a53-b2d1-2ed2ab845a2c
-9.18285073274668,38.7646069023976,382,CARNIDE,R Carlos Alves 3A (lote 24),2º Lugar de estacionamento,Lugar estacionamento automóvel,HOTSPOT,1875,2,,1875,5953,9222,,1970/01/01 00:00:00+00,,7c894826-f108-4ba7-9290-b14b36d9e6e4
